Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Price per Unit (sold),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency
Milk,156.97,20.065,12824.449,1,80.26,2022,6,7,1,2,1,0,103.0,202.0,29.043478260869566,164.33150316519354,3.5464071856287425,374.85714285714283,209.1669373214938,103.0
Butter,628.3,5.095,10630.836,40,20.38,2020,9,25,4,3,11,29,45.54545454545455,217.0,8.947368421052632,54.71471100437881,5.0903743315508025,126.42857142857143,47.584352287615175,1.5705329153605017
Milk,345.55,1.7175,3638.6415,28,6.87,2019,2,25,0,1,28,0,3.0,202.0,29.043478260869566,164.33150316519354,0.10329341317365269,154.14285714285714,171.3047644048469,3.0
Buttermilk,272.42,4.0125,5491.9872000000005,10,16.05,2020,2,15,5,1,10,0,8.6,152.0,18.0,48.52413783860662,0.4777777777777778,139.28571428571428,26.256946246408635,8.6
Curd,776.89,19.6275,61918.133,7,78.51,2022,2,3,3,1,4,3,86.5,196.0,34.57142857142857,69.91022195694126,2.5020661157024793,357.0,34.44428802335061,28.833333333333332
Curd,593.57,12.6,27452.612500000003,6,50.4,2019,2,25,0,1,3,3,18.0,196.0,34.57142857142857,69.91022195694126,0.5206611570247934,193.28571428571428,34.44428802335061,6.0
Butter,210.36,20.755,16849.836,38,83.02,2019,1,9,2,1,38,0,5.184210526315789,217.0,8.947368421052632,54.71471100437881,0.5794117647058824,385.57142857142856,62.264586095764265,5.184210526315789
Cheese,137.74,20.3775,11130.7694,49,81.51,2019,8,21,2,3,10,39,1.5,194.0,7.842105263157895,56.94558885722439,0.1912751677852349,180.14285714285714,21.326427220515964,0.038461538461538464
Paneer,359.94,21.855,31822.2954,10,87.42,2020,4,19,6,2,10,0,27.9,182.0,18.88888888888889,39.60277158687125,1.4770588235294118,205.85714285714286,36.68841185457616,27.9
Buttermilk,503.23,8.69,15590.0654,9,34.76,2019,1,12,5,1,9,0,33.55555555555556,152.0,18.0,48.52413783860662,1.8641975308641976,305.57142857142856,22.264104527925333,33.55555555555556
Butter,53.34,10.7275,2473.9092000000005,25,42.91,2021,9,6,0,3,25,0,1.16,217.0,8.947368421052632,54.71471100437881,0.1296470588235294,261.7142857142857,47.584352287615175,1.16
Paneer,214.84,22.87,20268.0056,7,91.48,2018,12,14,4,4,7,0,16.285714285714285,182.0,18.88888888888889,39.60277158687125,0.8621848739495798,210.5,41.899535739905225,16.285714285714285
Milk,480.97,11.0075,21359.8777,23,44.03,2021,6,7,0,2,23,0,0.30434782608695654,202.0,29.043478260869566,164.33150316519354,0.010479041916167664,235.14285714285714,209.1669373214938,0.30434782608695654
Curd,796.77,19.0725,60044.5872,5,76.29,2020,7,20,0,3,2,3,146.0,196.0,34.57142857142857,69.91022195694126,4.223140495867769,226.57142857142858,39.21535920875862,48.666666666666664
Yogurt,876.16,19.195,71547.22559999999,25,76.78,2022,3,7,0,1,25,0,19.12,178.0,9.954545454545455,44.4674005868485,1.9207305936073058,354.42857142857144,69.58566092479155,19.12
Cheese,55.18,19.7575,4528.6226,65,79.03,2022,7,17,6,3,28,37,1.6071428571428572,194.0,7.842105263157895,56.94558885722439,0.20493767976989455,231.42857142857142,80.60997817948127,0.04343629343629344
Milk,356.43,17.9675,25196.0367,30,71.87,2021,5,21,4,2,30,0,10.366666666666667,202.0,29.043478260869566,164.33150316519354,0.35693612774451094,268.42857142857144,130.0079689939997,10.366666666666667
Yogurt,732.93,23.2175,64886.29289999999,23,92.87,2022,2,6,6,1,23,0,13.869565217391305,178.0,9.954545454545455,44.4674005868485,1.3932896565415922,203.28571428571428,39.17944504614831,13.869565217391305
Cheese,210.83,22.4325,18144.0298,88,89.73,2020,5,27,2,2,25,63,3.28,194.0,7.842105263157895,56.94558885722439,0.41825503355704696,241.28571428571428,22.360169609118195,0.05206349206349206
Cheese,655.72,2.9,9455.4824,26,11.6,2020,5,26,1,2,21,5,15.666666666666666,194.0,7.842105263157895,56.94558885722439,1.9977628635346758,250.0,22.360169609118195,3.1333333333333333
Ghee,985.85,7.1475,30028.991,98,28.59,2019,11,20,2,4,16,82,55.875,188.0,6.563383492932056,43.34753878230251,8.513139611630251,298.0,22.91103110926069,0.6814024390243902
Yogurt,205.61,19.565,16644.129500000003,24,78.26,2019,4,15,0,2,12,12,13.583333333333334,178.0,9.954545454545455,44.4674005868485,1.3645357686453576,61.0,23.387685266416824,1.1319444444444444
Lassi,87.62,14.47,5337.8104,12,57.88,2022,6,16,3,2,12,0,6.583333333333333,192.0,15.75,49.63685879040302,0.41798941798941797,382.7142857142857,23.51479496534756,6.583333333333333
Milk,814.72,13.375,46047.97440000001,1,53.5,2021,5,19,2,2,1,0,552.0,202.0,29.043478260869566,164.33150316519354,19.005988023952096,252.14285714285714,130.0079689939997,552.0
Milk,143.87,24.2125,13597.1537,25,96.85,2021,5,7,4,2,25,0,2.36,202.0,29.043478260869566,164.33150316519354,0.08125748502994012,218.28571428571428,130.0079689939997,2.36
Butter,519.7,8.1325,19426.386,39,32.53,2020,10,5,0,4,39,0,11.538461538461538,217.0,8.947368421052632,54.71471100437881,1.2895927601809953,216.0,20.461536028258692,11.538461538461538
Ice Cream,944.42,13.73,49563.16159999999,26,54.92,2021,12,18,5,4,26,0,30.346153846153847,177.0,9.125,72.25225364557888,3.3256059009483665,363.0,113.16620060215111,30.346153846153847
Lassi,326.59,14.3125,18756.0637,17,57.25,2019,11,2,5,4,17,0,1.588235294117647,192.0,15.75,49.63685879040302,0.10084033613445378,175.57142857142858,99.89887497072651,1.588235294117647
Paneer,248.69,21.95,21715.6108,13,87.8,2019,12,17,1,4,13,0,2.769230769230769,182.0,18.88888888888889,39.60277158687125,0.14660633484162894,234.85714285714286,41.899535739905225,2.769230769230769
Paneer,279.75,3.6925,3924.8925,9,14.77,2019,12,6,4,4,9,0,13.444444444444445,182.0,18.88888888888889,39.60277158687125,0.711764705882353,227.28571428571428,41.899535739905225,13.444444444444445
Lassi,417.65,7.755,13431.623999999998,16,31.02,2019,10,12,5,4,16,0,10.375,192.0,15.75,49.63685879040302,0.6587301587301587,232.14285714285714,28.685058460461505,10.375
Ghee,522.88,7.4125,14128.2176,65,29.65,2019,1,17,3,1,9,56,18.11111111111111,188.0,6.563383492932056,43.34753878230251,2.7594168664096066,363.5,62.08880732047191,0.32341269841269843
Butter,619.12,6.57,13707.3168,32,26.28,2020,12,28,0,4,32,0,10.40625,217.0,8.947368421052632,54.71471100437881,1.1630514705882353,219.85714285714286,28.678109787895327,10.40625
Cheese,912.24,14.965,54469.8504,44,59.86,2021,6,27,6,2,44,0,3.0,194.0,7.842105263157895,56.94558885722439,0.3825503355704698,171.71428571428572,17.902378599111444,3.0
Buttermilk,499.37,12.075,25183.2291,11,48.3,2020,2,24,0,1,11,0,2.5454545454545454,152.0,18.0,48.52413783860662,0.1414141414141414,169.57142857142858,26.256946246408635,2.5454545454545454
Ghee,723.08,23.7925,69842.2972,111,95.17,2022,1,10,0,1,58,53,10.620689655172415,188.0,6.563383492932056,43.34753878230251,1.6181729540273808,556.1428571428571,62.08880732047191,0.2003903708523097
Ghee,151.6,7.435,4793.592,89,29.74,2019,1,21,0,1,24,65,1.875,188.0,6.563383492932056,43.34753878230251,0.28567582589363255,273.8333333333333,62.08880732047191,0.028846153846153848
Butter,84.88,14.1925,4915.400799999999,33,56.77,2022,11,12,5,4,23,10,2.6956521739130435,217.0,8.947368421052632,54.71471100437881,0.30127877237851663,116.28571428571429,19.502974393672847,0.26956521739130435
Cheese,851.91,17.595,62947.6299,74,70.38,2022,1,23,6,1,35,39,13.314285714285715,194.0,7.842105263157895,56.94558885722439,1.6977948226270374,312.7142857142857,47.63962483433812,0.3413919413919414
Butter,726.06,8.055,21614.8062,37,32.22,2021,5,3,0,2,37,0,12.432432432432432,217.0,8.947368421052632,54.71471100437881,1.3895071542130364,157.42857142857142,41.44417673170085,12.432432432432432
Butter,653.39,3.835,8605.1463,29,15.34,2021,9,27,0,3,29,0,18.06896551724138,217.0,8.947368421052632,54.71471100437881,2.0194726166328603,382.14285714285717,47.584352287615175,18.06896551724138
Milk,297.98,23.5225,28367.696000000004,26,94.09,2021,7,14,2,3,26,0,10.846153846153847,202.0,29.043478260869566,164.33150316519354,0.3734454168585905,162.14285714285714,175.07374573385908,10.846153846153847
Paneer,203.36,7.2725,5913.7088,14,29.09,2019,1,20,6,1,14,0,1.0714285714285714,182.0,18.88888888888889,39.60277158687125,0.05672268907563025,213.28571428571428,23.015161055737053,1.0714285714285714
Milk,878.52,3.4275,12448.6284,25,13.71,2022,8,28,6,3,21,4,30.428571428571427,202.0,29.043478260869566,164.33150316519354,1.0476903336184773,316.7142857142857,135.05702816027141,7.607142857142857
Yogurt,272.71,7.1525,8473.099699999999,26,28.61,2019,10,27,6,4,25,1,9.24,178.0,9.954545454545455,44.4674005868485,0.9282191780821918,130.57142857142858,24.054204233543757,9.24
Paneer,414.87,22.805,38458.449,12,91.22,2022,7,2,5,3,5,7,17.2,182.0,18.88888888888889,39.60277158687125,0.9105882352941177,363.2857142857143,26.57882509298081,2.457142857142857
Buttermilk,236.89,15.37,14381.5919,9,61.48,2021,6,20,6,2,9,0,13.666666666666666,152.0,18.0,48.52413783860662,0.7592592592592593,229.57142857142858,69.05672210132221,13.666666666666666
Yogurt,297.12,19.2625,24191.5104,30,77.05,2020,10,29,3,4,30,0,4.466666666666667,178.0,9.954545454545455,44.4674005868485,0.4487062404870624,232.57142857142858,24.054204233543757,4.466666666666667
Cheese,215.99,5.9675,6000.202200000001,74,23.87,2022,8,13,5,3,20,54,1.95,194.0,7.842105263157895,56.94558885722439,0.24865771812080537,243.28571428571428,21.326427220515964,0.03611111111111111
Milk,895.75,4.0175,10793.7875,23,16.07,2020,11,4,2,4,23,0,38.56521739130435,202.0,29.043478260869566,164.33150316519354,1.3278443113772456,286.85714285714283,122.84842629047019,38.56521739130435
Buttermilk,652.38,6.285,19401.7812,12,25.14,2019,2,6,2,1,12,0,33.666666666666664,152.0,18.0,48.52413783860662,1.8703703703703705,264.14285714285717,26.256946246408635,33.666666666666664
Paneer,504.71,2.7475,5748.6469,13,10.99,2021,9,16,3,3,13,0,13.692307692307692,182.0,18.88888888888889,39.60277158687125,0.7248868778280543,208.57142857142858,25.485395791201146,13.692307692307692
Ghee,347.15,14.515,19475.115,143,58.06,2019,11,15,4,4,2,141,87.0,188.0,6.563383492932056,43.34753878230251,13.25535832146455,146.85714285714286,22.91103110926069,0.6170212765957447
Cheese,434.67,12.2325,20499.0372,42,48.93,2019,11,26,1,4,11,31,19.90909090909091,194.0,7.842105263157895,56.94558885722439,2.5387431360585726,407.7142857142857,56.581114457762666,0.6422287390029325
Paneer,126.77,12.9975,6925.4451,8,51.99,2020,7,28,1,3,8,0,1.25,182.0,18.88888888888889,39.60277158687125,0.0661764705882353,291.2857142857143,26.57882509298081,1.25
Buttermilk,634.95,20.16,52129.395,14,80.64,2020,11,8,6,4,14,0,5.142857142857143,152.0,18.0,48.52413783860662,0.2857142857142857,229.85714285714286,33.407441708270284,5.142857142857143
Ice Cream,680.06,12.1675,33880.589199999995,29,48.67,2019,5,7,1,2,29,0,2.8275862068965516,177.0,9.125,72.25225364557888,0.30987246102975907,250.0,94.931255021169,2.8275862068965516
Lassi,112.8,23.4825,10334.736,13,93.93,2019,11,12,1,4,13,0,8.0,192.0,15.75,49.63685879040302,0.5079365079365079,234.28571428571428,99.89887497072651,8.0
Butter,804.87,15.4175,49024.6317,37,61.67,2022,10,14,4,4,12,25,5.166666666666667,217.0,8.947368421052632,54.71471100437881,0.5774509803921568,179.0,20.461536028258692,0.20666666666666667
Ice Cream,797.69,23.3775,70723.1954,28,93.51,2022,4,10,6,2,15,13,43.0,177.0,9.125,72.25225364557888,4.712328767123288,271.2857142857143,27.597170162380262,3.3076923076923075
Paneer,17.98,23.0975,1674.4774,7,92.39,2021,1,9,5,1,7,0,1.0,182.0,18.88888888888889,39.60277158687125,0.052941176470588235,264.85714285714283,23.015161055737053,1.0
Ghee,697.67,7.0975,20085.9193,83,28.39,2020,6,27,5,2,57,26,3.263157894736842,188.0,6.563383492932056,43.34753878230251,0.4971761741868132,185.57142857142858,11.383149855574802,0.12550607287449392
Ice Cream,690.18,17.335,49099.4052,25,69.34,2020,8,21,4,3,25,0,2.56,177.0,9.125,72.25225364557888,0.28054794520547943,195.57142857142858,165.4885276378345,2.56
Milk,127.95,6.2325,3810.351,2,24.93,2021,6,25,4,2,2,0,40.0,202.0,29.043478260869566,164.33150316519354,1.377245508982036,243.28571428571428,209.1669373214938,40.0
Lassi,724.92,15.43,45032.0304,12,61.72,2021,12,13,0,4,12,0,44.75,192.0,15.75,49.63685879040302,2.8412698412698414,423.57142857142856,91.13330603354095,44.75
Milk,347.23,15.755,21976.1867,1,63.02,2019,9,14,5,3,1,0,153.0,202.0,29.043478260869566,164.33150316519354,5.267964071856287,346.2857142857143,148.8031919194186,153.0
Butter,242.49,18.955,19311.9036,31,75.82,2022,12,28,2,4,31,0,6.354838709677419,217.0,8.947368421052632,54.71471100437881,0.7102466793168881,207.28571428571428,28.678109787895327,6.354838709677419
Yogurt,868.44,19.3075,64994.049600000006,23,77.23,2020,4,3,4,2,2,21,46.5,178.0,9.954545454545455,44.4674005868485,4.671232876712328,316.7142857142857,23.387685266416824,2.2142857142857144
Paneer,69.81,5.325,1263.561,14,21.3,2020,4,11,5,2,14,0,3.5,182.0,18.88888888888889,39.60277158687125,0.1852941176470588,294.7142857142857,36.68841185457616,3.5
Yogurt,769.71,4.1925,9236.52,28,16.77,2020,11,11,2,4,28,0,24.178571428571427,178.0,9.954545454545455,44.4674005868485,2.428897586431833,263.0,19.4285256618971,24.178571428571427
Milk,785.16,18.525,61721.4276,2,74.1,2021,9,8,2,3,2,0,45.0,202.0,29.043478260869566,164.33150316519354,1.5494011976047903,253.85714285714286,148.8031919194186,45.0
Cheese,841.21,23.7775,78754.08020000001,71,95.11,2022,2,22,1,1,34,37,7.352941176470588,194.0,7.842105263157895,56.94558885722439,0.9376233714962494,191.0,19.956558294996615,0.1987281399046105
Butter,488.28,9.885,18100.5396,27,39.54,2019,12,3,1,4,27,0,13.074074074074074,217.0,8.947368421052632,54.71471100437881,1.4612200435729847,441.0,28.678109787895327,13.074074074074074
Ghee,128.26,15.92,8712.7018,89,63.68,2022,9,28,2,3,7,82,10.285714285714286,188.0,6.563383492932056,43.34753878230251,1.5671359591879273,265.42857142857144,36.8390875610854,0.1254355400696864
Curd,367.61,23.0625,33559.1169,5,92.25,2020,2,12,2,1,3,2,0.3333333333333333,196.0,34.57142857142857,69.91022195694126,0.009641873278236915,214.71428571428572,34.44428802335061,0.16666666666666666
Ice Cream,100.03,23.1875,9443.8323,30,92.75,2020,5,28,3,2,24,6,3.2083333333333335,177.0,9.125,72.25225364557888,0.3515981735159817,267.14285714285717,94.931255021169,0.5347222222222222
Yogurt,730.46,12.82,35083.993800000004,24,51.28,2022,6,26,6,2,4,20,88.75,178.0,9.954545454545455,44.4674005868485,8.915525114155251,194.14285714285714,57.62585415815926,4.4375
Ice Cream,258.61,20.425,21343.0833,30,81.7,2022,1,5,2,1,3,27,58.666666666666664,177.0,9.125,72.25225364557888,6.429223744292237,361.42857142857144,26.732437350347993,2.1728395061728394
Paneer,492.01,14.23,26322.535,11,56.92,2021,4,10,5,2,11,0,16.0,182.0,18.88888888888889,39.60277158687125,0.8470588235294118,263.42857142857144,36.68841185457616,16.0
Paneer,736.28,9.0725,24356.1424,14,36.29,2021,6,3,3,2,14,0,16.785714285714285,182.0,18.88888888888889,39.60277158687125,0.8886554621848739,226.28571428571428,24.496065128402318,16.785714285714285
Milk,917.59,24.735,90520.2535,21,98.94,2019,8,27,1,3,21,0,17.38095238095238,202.0,29.043478260869566,164.33150316519354,0.5984459652124323,375.42857142857144,135.05702816027141,17.38095238095238
Lassi,439.44,21.3925,39413.3736,13,85.57,2020,7,23,3,3,5,8,24.0,192.0,15.75,49.63685879040302,1.5238095238095237,139.57142857142858,23.072499488621748,3.0
Cheese,864.34,19.15,68239.64300000001,52,76.6,2022,1,13,3,1,21,31,29.0,194.0,7.842105263157895,56.94558885722439,3.6979865771812084,290.57142857142856,47.63962483433812,0.9354838709677419
Ghee,303.9,9.04,10666.89,147,36.16,2019,11,16,5,4,42,105,7.0476190476190474,188.0,6.563383492932056,43.34753878230251,1.0737783424065426,144.85714285714286,22.91103110926069,0.06712018140589569
Cheese,518.66,18.265,35564.51619999999,85,73.06,2020,11,24,1,4,12,73,24.916666666666668,194.0,7.842105263157895,56.94558885722439,3.1772930648769573,237.85714285714286,56.581114457762666,0.341324200913242
Paneer,214.56,13.3575,10515.5856,14,53.43,2022,7,5,1,3,14,0,3.7142857142857144,182.0,18.88888888888889,39.60277158687125,0.19663865546218487,261.85714285714283,26.57882509298081,3.7142857142857144
Buttermilk,429.27,9.0375,15689.818499999998,12,36.15,2022,6,10,4,2,12,0,16.833333333333332,152.0,18.0,48.52413783860662,0.9351851851851852,171.71428571428572,69.05672210132221,16.833333333333332
Curd,873.48,10.6375,38599.0812,5,42.55,2021,1,8,4,1,5,0,69.6,196.0,34.57142857142857,69.91022195694126,2.0132231404958683,277.85714285714283,44.43556072012025,69.6
Ice Cream,397.36,4.7,6119.344,29,18.8,2020,10,11,6,4,6,23,64.66666666666667,177.0,9.125,72.25225364557888,7.0867579908675795,269.14285714285717,18.891856211250676,2.8115942028985508
Buttermilk,164.0,2.83,2002.44,10,11.32,2022,6,8,2,2,10,0,11.8,152.0,18.0,48.52413783860662,0.6555555555555556,168.28571428571428,69.05672210132221,11.8
Milk,847.32,5.85,16065.187200000002,1,23.4,2021,10,17,6,4,1,0,273.0,202.0,29.043478260869566,164.33150316519354,9.399700598802395,154.57142857142858,82.78913031246772,273.0
Ghee,928.86,6.63,21958.2504,77,26.52,2020,9,15,1,3,33,44,3.303030303030303,188.0,6.563383492932056,43.34753878230251,0.5032511518772679,441.0,36.8390875610854,0.07506887052341599
Paneer,757.81,22.17,66944.9354,10,88.68,2019,7,2,1,3,10,0,68.4,182.0,18.88888888888889,39.60277158687125,3.621176470588235,194.28571428571428,26.57882509298081,68.4
Lassi,226.64,12.9225,12116.1744,14,51.69,2019,6,29,5,2,14,0,11.642857142857142,192.0,15.75,49.63685879040302,0.7392290249433107,222.28571428571428,23.51479496534756,11.642857142857142
Paneer,853.7,2.8125,10637.102,7,11.25,2022,11,8,1,4,7,0,84.42857142857143,182.0,18.88888888888889,39.60277158687125,4.469747899159664,356.2857142857143,29.968284627314485,84.42857142857143
Paneer,931.26,17.68,67022.7822,10,70.72,2020,11,22,6,4,10,0,44.3,182.0,18.88888888888889,39.60277158687125,2.3452941176470588,235.85714285714286,29.968284627314485,44.3
Curd,708.21,9.3625,23519.654100000003,5,37.45,2020,10,7,2,4,5,0,41.0,196.0,34.57142857142857,69.91022195694126,1.1859504132231407,198.28571428571428,42.235685832910754,41.0
Buttermilk,159.84,19.7025,12159.0288,8,78.81,2022,12,17,5,4,4,4,37.75,152.0,18.0,48.52413783860662,2.0972222222222223,259.57142857142856,116.58366916634911,9.4375
Milk,470.46,21.2975,40586.5842,22,85.19,2022,10,1,5,4,22,0,10.772727272727273,202.0,29.043478260869566,164.33150316519354,0.3709172563962983,283.85714285714283,82.78913031246772,10.772727272727273
Ice Cream,945.93,7.14,22484.7561,21,28.56,2021,1,28,3,1,12,9,74.08333333333333,177.0,9.125,72.25225364557888,8.118721461187215,341.2857142857143,26.732437350347993,8.231481481481481
Buttermilk,434.85,18.85,32787.69,9,75.4,2020,1,5,6,1,9,0,15.222222222222221,152.0,18.0,48.52413783860662,0.845679012345679,196.14285714285714,22.264104527925333,15.222222222222221
Cheese,845.24,2.7175,11808.0028,61,10.87,2022,2,3,3,1,43,18,11.930232558139535,194.0,7.842105263157895,56.94558885722439,1.5213048228500077,327.0,19.956558294996615,0.6627906976744186
Paneer,31.51,12.6775,1544.6202,10,50.71,2020,12,15,1,4,10,0,1.7,182.0,18.88888888888889,39.60277158687125,0.09,294.0,41.899535739905225,1.7
Ghee,393.73,6.175,10016.4912,95,24.7,2022,10,9,6,4,57,38,6.368421052631579,188.0,6.563383492932056,43.34753878230251,0.9702954367194258,222.71428571428572,18.81448534853301,0.167590027700831
Ice Cream,393.72,7.085,9362.6616,28,28.34,2022,5,14,5,2,15,13,17.533333333333335,177.0,9.125,72.25225364557888,1.921461187214612,240.28571428571428,94.931255021169,1.3487179487179488
Paneer,617.64,23.17,56705.5284,14,92.68,2020,11,7,5,4,14,0,40.285714285714285,182.0,18.88888888888889,39.60277158687125,2.1327731092436975,201.57142857142858,29.968284627314485,40.285714285714285
Buttermilk,536.09,21.575,46554.05560000001,13,86.3,2021,11,17,2,4,13,0,24.307692307692307,152.0,18.0,48.52413783860662,1.3504273504273505,264.0,33.407441708270284,24.307692307692307
